sub_sent,class,domain,intent
$야씨$,DIGITAL_slang,DIGITAL,slang
씨봉,DIGITAL_slang,DIGITAL,slang
사람아냐,DIGITAL_P챗봇여부문의,DIGITAL,P
직접 대답해주시는건가요,DIGITAL_P챗봇여부문의,DIGITAL,P
케리어,"DIGITAL_BRAND캐리어,FAQ_ENTRY캐리어",DIGITAL,BRAND
스텐드 에어콘,"DIGITAL_CATEaircon_SUBCAT스탠드형,FAQ_ENTRY스탠드형에어컨",DIGITAL,CATE
뽀뽀해,DIGITAL_P채팅,DIGITAL,P
11pay는 어디서 등록,DIGITAL_P결제문의,DIGITAL,P
찜 상품 온라인에서 작업이 안돼,DIGITAL_P기타faq문의,DIGITAL,P
가격대 상관없어용,DIGITAL_PRICEall,DIGITAL,PRICE
편의점 택배수령,DIGITAL_P기타faq문의,DIGITAL,P
다른데 보다 싸던데,DIGITAL_P가격차이,DIGITAL,P
$좋아요$,DIGITAL_GREETINGgood,DIGITAL,GREETING
지금 뭐하시는거죠,DIGITAL_GREETINGclaim,DIGITAL,GREETING
노트부,DIGITAL_CATE노트북,DIGITAL,CATE
$차이가$,DIGITAL_P제품별차이점 ,DIGITAL,P
취소처리 거절을 당했을 때는,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰이 더 나오나요,DIGITAL_P쿠폰요청,DIGITAL,P
잘못보냈습니다,DIGITAL_GREETINGapologize,DIGITAL,GREETING
사람이신가요,DIGITAL_P챗봇여부문의,DIGITAL,P
구매를,DIGITAL_P추천,DIGITAL,P
수리해야 될 것 같아요,DIGITAL_Pa/s문의,DIGITAL,P
선물할꺼,DIGITAL_FEAT선물용,DIGITAL,FEAT
$본인인증$,DIGITAL_P본인인증문의,DIGITAL,P
주소가 입력되지,DIGITAL_P기타faq문의,DIGITAL,P
$어우웅$,DIGITAL_bypass,DIGITAL,bypass
휴대 용이,DIGITAL_FEAT휴대용,DIGITAL,FEAT
$니 마음$,DIGITAL_P채팅,DIGITAL,P
너만그럼되,DIGITAL_bypass,DIGITAL,bypass
마음이 드네요,DIGITAL_YESNOok,DIGITAL,YESNO
상품을 안내해 주실수있을까요,DIGITAL_P추천,DIGITAL,P
청정도표시,DIGITAL_FEAT청정도표시,DIGITAL,FEAT
배송 중 고장도 처리해주나요,DIGITAL_Pa/s문의,DIGITAL,P
언제 퇴근해?,DIGITAL_P채팅,DIGITAL,P
대화가 안돼,DIGITAL_P채팅,DIGITAL,P
쿠폰 선택,DIGITAL_P쿠폰적용문의,DIGITAL,P
$너$,DIGITAL_bypass,DIGITAL,bypass
굿나잇,DIGITAL_P대화종료_GREETINGgoodbye,DIGITAL,P
네오 몇살이야,DIGITAL_GREETINGintro,DIGITAL,GREETING
수고하십시오,DIGITAL_GREETINGsugo,DIGITAL,GREETING
금액을 어떻게 돌려받죠,DIGITAL_P환불문의,DIGITAL,P
뭔 챗봇이야,DIGITAL_GREETINGclaim,DIGITAL,GREETING
//괜찮나요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
톡매니저 뭔가요,DIGITAL_P톡매니저,DIGITAL,P
$첫화면$,DIGITAL_P처음으로,DIGITAL,P
저게 다에요,DIGITAL_P추가추천,DIGITAL,P
쿠폰사용관련상담,DIGITAL_P쿠폰요청,DIGITAL,P
쿠폰다운불가,DIGITAL_P기타faq문의,DIGITAL,P
$사은품$,DIGITAL_P사은품문의,DIGITAL,P
대학생이 사용할,DIGITAL_FEAT학습용,DIGITAL,FEAT
ㅜ.ㅠ,DIGITAL_IMOTICON(훌쩍),DIGITAL,IMOTICON
목요일까지 올까요,DIGITAL_P배송문의,DIGITAL,P
지금상품 받았는데요,DIGITAL_P배송완료,DIGITAL,P
$짜쟌$,DIGITAL_bypass,DIGITAL,bypass
$오피스$,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
카드 무이자 할부,DIGITAL_P결제문의,DIGITAL,P
노노노,DIGITAL_YESNOno,DIGITAL,YESNO
시간 아깝네,DIGITAL_GREETINGclaim,DIGITAL,GREETING
ok캐시백 카드 등록,DIGITAL_P기타faq문의,DIGITAL,P
초등학생용,DIGITAL_FEAT초등학생용,DIGITAL,FEAT
ㅋㅋ,DIGITAL_GREETINGsmile,DIGITAL,GREETING
김수현 전기밥솥,DIGITAL_BRAND쿠쿠홈시스_CATE전기밥솥,DIGITAL,BRAND
의견 구할려고 했는데,DIGITAL_P상담요청,DIGITAL,P
원도우10,DIGITAL_FEAT윈도우10,DIGITAL,FEAT
시간이 아까워,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$살퍄볼께요$,DIGITAL_P대화종료,DIGITAL,P
인터넷 강의 시청,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
문서처리용,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
프린트,DIGITAL_CATEN프린터,DIGITAL,CATEN
우왕..감사해요,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
인기 브랜드,DIGITAL_RECOMpopular,DIGITAL,RECOM
$애인$,DIGITAL_P채팅,DIGITAL,P
$11번가 고객센타요$,DIGITAL_P고객센터문의,DIGITAL,P
다른건 안되요,DIGITAL_P상담품목,DIGITAL,P
씨방새,DIGITAL_slang,DIGITAL,slang
가정집에 쓸,DIGITAL_FEAT가정용_VOLUMEm,DIGITAL,FEAT
쿠폰 어떻게 쓰,DIGITAL_P쿠폰적용문의,DIGITAL,P
안심번호가 부여되나요,DIGITAL_P배송문의,DIGITAL,P
바로가기온,DIGITAL_P기타faq문의,DIGITAL,P
설치비 알 수 있나요,DIGITAL_P설치비문의,DIGITAL,P
$싫습니다$,DIGITAL_GREETINGso,DIGITAL,GREETING
너무 커서 부피를 차지하는것은 싫습니다,"DIGITAL_SIZEm,MART_ATTR중형",DIGITAL,SIZE
$영화 좋아해$,DIGITAL_P채팅,DIGITAL,P
세일,DIGITAL_P할인문의,DIGITAL,P
주문 이력,DIGITAL_P주문이력확인,DIGITAL,P
스터디용,DIGITAL_FEAT학습용,DIGITAL,FEAT
가격차이 이유는,DIGITAL_P가격차이,DIGITAL,P
할인쿠폰 때문에,DIGITAL_P쿠폰적용문의,DIGITAL,P
//온수기,DIGITAL_FEAT온수기,DIGITAL,FEAT
주문한 내역,DIGITAL_P주문이력확인,DIGITAL,P
문의 어디서해,DIGITAL_P기타faq문의,DIGITAL,P
교환할 수 있나,DIGITAL_P교환문의,DIGITAL,P
비교해서 구매할려구요,DIGITAL_P구매예정,DIGITAL,P
전화를 안 받아요,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
금욜에 받을수 있나,DIGITAL_P배송문의,DIGITAL,P
내가 누구니,DIGITAL_P채팅,DIGITAL,P
폰인증이 자꾸떠요,DIGITAL_P본인인증문의,DIGITAL,P
현금도가능,DIGITAL_P결제문의,DIGITAL,P
제습기능,DIGITAL_FEAT제습기능,DIGITAL,FEAT
mini 포,DIGITAL_CATE애플_SUBCATipad_IPADPRODUCTipadmini4,DIGITAL,CATE
가입해야되는건가,DIGITAL_P기타faq문의,DIGITAL,P
아니면 됩니다,DIGITAL_NEG아님,DIGITAL,NEG
나쁜사람,DIGITAL_slang,DIGITAL,slang
너나해,DIGITAL_bypass,DIGITAL,bypass
$가격대$,DIGITAL_P가격문의,DIGITAL,P
$더 비싼거$,DIGITAL_PRICEl,DIGITAL,PRICE
중고는 없어요,DIGITAL_CATEN중고,DIGITAL,CATEN
너를원해,DIGITAL_P채팅,DIGITAL,P
$님$,DIGITAL_P상담원연결,DIGITAL,P
이전 설치 가능한지,DIGITAL_P설치문의,DIGITAL,P
아이패드 에어,"DIGITAL_CATE애플_SUBCATipad_IPADPRODUCTipadair,FAQ_ENTRYipadair2",DIGITAL,CATE
정체를 말해라,DIGITAL_GREETINGintro,DIGITAL,GREETING
전화했더니,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$이요$,DIGITAL_bypass,DIGITAL,bypass
상담원하고 강간,DIGITAL_P19금,DIGITAL,P
너무 짜증 나네요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
시간 없어서 다음에,DIGITAL_P대화종료,DIGITAL,P
$고객센터 연결$,DIGITAL_P상담원연결,DIGITAL,P
직접 발송할려면 어떻게 해야,DIGITAL_P반품문의,DIGITAL,P
물건 안와,DIGITAL_P배송문의,DIGITAL,P
$먄해$,DIGITAL_GREETINGapologize,DIGITAL,GREETING
sk할인이 안돼요,DIGITAL_P할인문의,DIGITAL,P
쿨샤워,DIGITAL_FEAT쿨샤워,DIGITAL,FEAT
$옵션변경$,DIGITAL_P옵션변경문의,DIGITAL,P
$소개 좀 해줘$,DIGITAL_GREETINGintro,DIGITAL,GREETING
뿌찌뽕,DIGITAL_bypass,DIGITAL,bypass
뒈질,DIGITAL_slang,DIGITAL,slang
다른 상담도 가능한가요,DIGITAL_P상담품목,DIGITAL,P
$괜찮습니다$,DIGITAL_YESNOyes,DIGITAL,YESNO
차이점 어떻죠,DIGITAL_P차이점,DIGITAL,P
그냥 얘기하면 안되요,DIGITAL_P채팅,DIGITAL,P
메이저 제조사,DIGITAL_BRAND대기업,DIGITAL,BRAND
김치톡톡,DIGITAL_CATE김치냉장고_BRANDlg전자_PRODUCT김치톡톡,DIGITAL,CATE
좀 배워라,DIGITAL_GREETINGclaim,DIGITAL,GREETING
미포함 이요,DIGITAL_FEAT운영체제미포함,DIGITAL,FEAT
답변은 언제쯤 받을 수 있을까요,DIGITAL_GREETINGwait,DIGITAL,GREETING
소개 가능할까,DIGITAL_P추천,DIGITAL,P
챗봇맞는거같은데,DIGITAL_P챗봇여부문의,DIGITAL,P
문서용,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
여친은 어디,DIGITAL_CATEN여자친구_P채팅,DIGITAL,CATEN
인증 어떻게 해요,DIGITAL_P본인인증문의,DIGITAL,P
프로페셔널케어,DIGITAL_CATE전동칫솔_DIGITAL_BRAND오랄비_PRODUCT프로페셔널케어,DIGITAL,CATE
그런거없는데,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
학생용,DIGITAL_FEAT학습용,DIGITAL,FEAT
내맘대로 쿠폰팩,DIGITAL_P쿠폰요청,DIGITAL,P
쩝..쓸모없군,DIGITAL_GREETINGclaim,DIGITAL,GREETING
오늘의 베스트,DIGITAL_RECOMpopular,DIGITAL,RECOM
입금 대기중으로 나와요,DIGITAL_P결제문의,DIGITAL,P
이용해 보겠습니다 감사합니다,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
상담사 초대,DIGITAL_P상담원연결,DIGITAL,P
환불금액이 통장으로 안들어왔는데,DIGITAL_P환불문의,DIGITAL,P
os 있는거,DIGITAL_FEAT운영체제포함 ,DIGITAL,FEAT
도와주긴뮐도와줘요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
조립pc,DIGITAL_CATEN컴퓨터_SUBCAT조립,DIGITAL,CATEN
형이말놓을게,DIGITAL_P채팅,DIGITAL,P
컬쳐캐쉬 사용,DIGITAL_P기타faq문의,DIGITAL,P
다른 category,DIGITAL_P새상담,DIGITAL,P
안자냐,DIGITAL_P채팅,DIGITAL,P
많이 구매한거,DIGITAL_RECOMpopular,DIGITAL,RECOM
별로없네요,DIGITAL_GREETINGso,DIGITAL,GREETING
아직도착을 안하는겁니까,DIGITAL_P배송문의,DIGITAL,P
노잼,DIGITAL_P채팅,DIGITAL,P
구매한 상품 문의,DIGITAL_P기타faq문의,DIGITAL,P
1대1상담이 뭐 이래요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
칼 맞아  봤어,DIGITAL_P채팅,DIGITAL,P
$씨끄러$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
아이디가 맞지 않다고,DIGITAL_P회원정보문의,DIGITAL,P
찾기 베스트,DIGITAL_RECOMpopular,DIGITAL,RECOM
디지털만 문의드려야되나요,DIGITAL_P상담품목,DIGITAL,P
원거리운전,DIGITAL_FEAT원거리운전,DIGITAL,FEAT
답변 너무느립니다,DIGITAL_GREETINGwait,DIGITAL,GREETING
카드취소요청부탁드려요,DIGITAL_P결제문의,DIGITAL,P
$큰걸$,"DIGITAL_SIZEl,MART_ATTR대형",DIGITAL,SIZE
2스텝쿨링,"DIGITAL_FEAT2스텝쿨링,FAQ_ENTRY2스텝쿨링",DIGITAL,FEAT
겜임용이요,DIGITAL_FEAT게임용,DIGITAL,FEAT
대기업용,DIGITAL_BRAND대기업,DIGITAL,BRAND
옵션을 변경하고 싶어요,DIGITAL_P옵션변경문의,DIGITAL,P
중소브랜드,DIGITAL_BRAND중소기업,DIGITAL,BRAND
자취방,"DIGITAL_SIZEs,MART_ATTR소형",DIGITAL,SIZE
할인쿠폰 사용,DIGITAL_P쿠폰적용문의,DIGITAL,P
오늘 받아보았는데 너무 실망,DIGITAL_GREETINGclaim,DIGITAL,GREETING
주문했다가 취소하고,DIGITAL_P주문취소,DIGITAL,P
hh가습인증,DIGITAL_FEAThh가습인증,DIGITAL,FEAT
저가 일수록 좋고,DIGITAL_PRICEs,DIGITAL,PRICE
$문의까진아니구$,DIGITAL_P상담요청,DIGITAL,P
좀더 커도 나쁘지않을것같아요,"DIGITAL_SIZEl,MART_ATTR대형",DIGITAL,SIZE
$전화상담$,DIGITAL_P전화요청,DIGITAL,P
같은소리하고있네,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$이게어디서$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
정기결재,DIGITAL_CATEN정기결재,DIGITAL,CATEN
취소하고 다시 주문하,DIGITAL_P주문취소,DIGITAL,P
상담 가능한가,DIGITAL_P상담요청,DIGITAL,P
원적외선,DIGITAL_FEAT원적외선,DIGITAL,FEAT
$추전은요$,DIGITAL_P추천,DIGITAL,P
$내$,DIGITAL_YESNOyes,DIGITAL,YESNO
아이디없는거같아요,DIGITAL_P회원정보문의,DIGITAL,P
구매한 제품 기록 필,DIGITAL_P주문이력확인,DIGITAL,P
흡족합니다,DIGITAL_GREETINGgood,DIGITAL,GREETING
깔깔,DIGITAL_GREETINGsmile,DIGITAL,GREETING
//괜찮을런지요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
구매했는데 환불,DIGITAL_P환불문의,DIGITAL,P
$남자냐$,DIGITAL_P채팅,DIGITAL,P
스텐드와 벽걸이 함께 묶인,DIGITAL_FEAT투인원,DIGITAL,FEAT
아웃기네,DIGITAL_GREETINGsmile,DIGITAL,GREETING
스모그탈취알러지필터,DIGITAL_FEAT스모그탈취알러지필터,DIGITAL,FEAT
$핫한거$,DIGITAL_RECOMpopular,DIGITAL,RECOM
$상품 소개$,DIGITAL_P상품문의,DIGITAL,P
저렴한 라인,DIGITAL_PRICEs,DIGITAL,PRICE
씌파,DIGITAL_slang,DIGITAL,slang
교환 요청,DIGITAL_P교환문의,DIGITAL,P
T멤버십은 제한 없이 사용가능,DIGITAL_P티멤버십관련문의_P기타faq문의,DIGITAL,P
상담원과 대화,DIGITAL_P상담원연결,DIGITAL,P
대여중인 상품,DIGITAL_CATEN대여,DIGITAL,CATEN
영수증은 어디서 출력,DIGITAL_P기타faq문의,DIGITAL,P
$야 뭐냐$,DIGITAL_P채팅,DIGITAL,P
문의 했는데 답장은 언제,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰 적용 안 되네,DIGITAL_P쿠폰적용문의,DIGITAL,P
선물로,DIGITAL_FEAT선물용,DIGITAL,FEAT
문서작업 정도 하고,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
묶음 배송 요청합니다,DIGITAL_P배송문의,DIGITAL,P
18럼,DIGITAL_slang,DIGITAL,slang
상품 as 가능하니,DIGITAL_Pa/s문의,DIGITAL,P
$피시$,DIGITAL_CATEN컴퓨터,DIGITAL,CATEN
환불신청 한지 꽤됐는데요,DIGITAL_P환불문의,DIGITAL,P
$십일픽$,DIGITAL_P기타faq문의,DIGITAL,P
상담우ㅓㄴ 연결,DIGITAL_P상담원연결,DIGITAL,P
환불은 진행이 안되고 있네요,DIGITAL_P환불문의,DIGITAL,P
쿠폰이 있는데 왜 사용,DIGITAL_P쿠폰적용문의,DIGITAL,P
물건이 잘못 배송,DIGITAL_P배송문의,DIGITAL,P
$머$,DIGITAL_bypass,DIGITAL,bypass
돈이 안들어와,DIGITAL_P환불문의,DIGITAL,P
씹새,DIGITAL_slang,DIGITAL,slang
가격 알고,DIGITAL_P가격문의,DIGITAL,P
카드결재 취소,DIGITAL_P결제문의,DIGITAL,P
환불초리갸 어떻게,DIGITAL_P환불문의,DIGITAL,P
사진에 15%쿠폰이라고 광고가,DIGITAL_P쿠폰요청,DIGITAL,P
a/s 받으려면,DIGITAL_Pa/s문의,DIGITAL,P
사진올릴곳이 없네요,DIGITAL_P사진올리기기능안내,DIGITAL,P
다음에 또 만나,DIGITAL_P대화종료,DIGITAL,P
$기계아니에요$,DIGITAL_P챗봇여부문의,DIGITAL,P
11pay사용은 어떻게하나요,DIGITAL_P결제문의,DIGITAL,P
그런거 따라하지좀,DIGITAL_P채팅,DIGITAL,P
비용 저렴할수록 좋아요,DIGITAL_PRICEs,DIGITAL,PRICE
아진짜웃겨,DIGITAL_GREETINGsmile,DIGITAL,GREETING
인기가전베스트딜,DIGITAL_RECOMpopular,DIGITAL,RECOM
나 이제 갈게,DIGITAL_P대화종료,DIGITAL,P
지금 얼마야,DIGITAL_P가격문의,DIGITAL,P
아구창,DIGITAL_slang,DIGITAL,slang
$제가 실수로$,DIGITAL_bypass,DIGITAL,bypass
교환때문에 문의,DIGITAL_P교환문의,DIGITAL,P
내일이나 모레쯤 구매하고,DIGITAL_P구매예정,DIGITAL,P
//외관상,DIGITAL_FEAT외관,DIGITAL,FEAT
삼성카드 혜택,DIGITAL_P결제문의,DIGITAL,P
확인해주세요,DIGITAL_P확인,DIGITAL,P
싸고 큰,DIGITAL_PRICEs_SIZEl,DIGITAL,PRICE
Wii 스위치,DIGITAL_CATENwii스위치,DIGITAL,CATEN
왜 금액이 다 결제되나요,DIGITAL_P결제문의,DIGITAL,P
예전 구매이력,DIGITAL_P주문이력확인,DIGITAL,P
반품은 없나요,DIGITAL_P반품문의,DIGITAL,P
방문수령,DIGITAL_P배송문의,DIGITAL,P
id에문제가있데요,DIGITAL_P회원정보문의,DIGITAL,P
$지문인증$,DIGITAL_P본인인증문의,DIGITAL,P
크기가 얼마인가요,DIGITAL_P사이즈문의,DIGITAL,P
멍청한 고물덩어리,DIGITAL_slang,DIGITAL,slang
중고물품을 팔려고,DIGITAL_CATEN중고물품,DIGITAL,CATEN
많이 찾는,DIGITAL_RECOMpopular,DIGITAL,RECOM
어떻게 도와주나요,DIGITAL_P도움말보기,DIGITAL,P
주문 건 미도착입니다,DIGITAL_P배송문의,DIGITAL,P
육갑,DIGITAL_slang,DIGITAL,slang
편의점픽업,DIGITAL_P기타faq문의,DIGITAL,P
인강,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
마트day는 언제야,DIGITAL_P행사문의,DIGITAL,P
쿠폰이나 카드 할인도,DIGITAL_P쿠폰요청,DIGITAL,P
$개빡치$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
아닌데,DIGITAL_YESNOno,DIGITAL,YESNO
불할,DIGITAL_slang,DIGITAL,slang
애플 notebook,"DIGITAL_CATE애플_SUBCATmac,FAQ_ENTRYmac",DIGITAL,CATE
클라쎄 경사드럼,DIGITAL_CATE세탁기_BRAND동부대우전자_PRODUCT클라쎄,DIGITAL,CATE
고마어,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
문의상품없음,DIGITAL_P대화종료,DIGITAL,P
안녕히가세요,DIGITAL_P대화종료_GREETINGgoodbye,DIGITAL,P
오디오 인터페이스 연결해서 녹음 작업 하고있습니다,DIGITAL_FEAT음악작업용,DIGITAL,FEAT
$시작$,DIGITAL_P처음으로,DIGITAL,P
장바구니 등록 방법,DIGITAL_P찜기능안내,DIGITAL,P
관등성명,DIGITAL_GREETINGname,DIGITAL,GREETING
$적립금$,DIGITAL_P기타faq문의,DIGITAL,P
질문드려요,DIGITAL_P상담요청,DIGITAL,P
(화이팅),DIGITAL_IMOTICON(화이팅),DIGITAL,IMOTICON
이걸 챗봇이라고 만들었냐,DIGITAL_GREETINGclaim,DIGITAL,GREETING
배송 되지 않습니다,DIGITAL_P배송문의,DIGITAL,P
페이코 할인,DIGITAL_P결제문의,DIGITAL,P
아니구,DIGITAL_NEG아님,DIGITAL,NEG
에어컨필터,DIGITAL_FEAT에어컨필터,DIGITAL,FEAT
영수증 요청합니다,DIGITAL_P기타faq문의,DIGITAL,P
어떤것이 괜찬은지,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
거래처 연락처가 없네,DIGITAL_P판매자연락요청,DIGITAL,P
문의드립,DIGITAL_P상담요청,DIGITAL,P
$삼서$,DIGITAL_BRAND삼성전자,DIGITAL,BRAND
$오케이캐시백$,DIGITAL_P결제문의,DIGITAL,P
곡면형,"DIGITAL_FEAT곡면,FAQ_ENTRY곡면형",DIGITAL,FEAT
$남자에요$,DIGITAL_P채팅,DIGITAL,P
신고줌할려구요,DIGITAL_P기타faq문의,DIGITAL,P
교환 관련,DIGITAL_P교환문의,DIGITAL,P
$위에 상품이 다예요$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
엘지루,DIGITAL_BRANDlg전자,DIGITAL,BRAND
잘나가는,DIGITAL_RECOMpopular,DIGITAL,RECOM
입금액이 안나와요,DIGITAL_P결제문의,DIGITAL,P
젤 저렴한,DIGITAL_PRICExs,DIGITAL,PRICE
안내 부탁드려,DIGITAL_P추천,DIGITAL,P
여긴없는거같은데,DIGITAL_bypass,DIGITAL,bypass
톡톡톡매니톡,DIGITAL_P상담원연결,DIGITAL,P
지금저렴히행사하는상품,DIGITAL_P행사문의,DIGITAL,P
$상담원님$,DIGITAL_P상담원연결,DIGITAL,P
할머니가 쓰실,DIGITAL_FEAT노인용,DIGITAL,FEAT
visual studio,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
내가 판매는,DIGITAL_P기타faq문의,DIGITAL,P
추천도 가능,DIGITAL_P추천,DIGITAL,P
$알아보고있는데$,DIGITAL_bypass,DIGITAL,bypass
수리 맡기려면 어디로,DIGITAL_Pa/s문의,DIGITAL,P
11페이 물어보려는데,DIGITAL_P결제문의,DIGITAL,P
흡족함니다,DIGITAL_GREETINGgood,DIGITAL,GREETING
사무용,"DIGITAL_FEAT사무/인강용,FAQ_ENTRY사무용",DIGITAL,FEAT
카드 등록 해지,DIGITAL_P결제문의,DIGITAL,P
$언제 받냐고$,DIGITAL_P배송문의,DIGITAL,P
이거 진짜 거지같다,DIGITAL_GREETINGclaim,DIGITAL,GREETING
운송장 오류,DIGITAL_P배송문의,DIGITAL,P
고마워요,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
선물하기 구매선택 메뉴,DIGITAL_P기타faq문의,DIGITAL,P
$도움말 보여줘$,DIGITAL_P도움말보기,DIGITAL,P
온라인 게임 한게임,DIGITAL_FEAT게임용,DIGITAL,FEAT
현명한 구매할게요,DIGITAL_P구매예정,DIGITAL,P
거지같다,DIGITAL_GREETINGclaim,DIGITAL,GREETING
그러게요 없네요,DIGITAL_bypass,DIGITAL,bypass
로봇인가,DIGITAL_P챗봇여부문의,DIGITAL,P
때놈,DIGITAL_slang,DIGITAL,slang
챗봇 편하고 좋은 것 같아요,DIGITAL_GREETINGcheer,DIGITAL,GREETING
가지가지 한다,DIGITAL_P채팅,DIGITAL,P
게임 사양,DIGITAL_FEAT게임용,DIGITAL,FEAT
답변이 없어서요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
안내하실 수 있나,DIGITAL_P상담요청,DIGITAL,P
(우웩),DIGITAL_IMOTICON(우웩),DIGITAL,IMOTICON
적용할수있는 쿠폰은 없나요,DIGITAL_P쿠폰요청,DIGITAL,P
인기 제품,DIGITAL_RECOMpopular,DIGITAL,RECOM
없다고하면 멀찿으라는건가요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
엿 먹어,DIGITAL_slang,DIGITAL,slang
가장 저렴한 가격,DIGITAL_PRICExs,DIGITAL,PRICE
그냥 잠이나 자,DIGITAL_P채팅,DIGITAL,P
적당한 가격대를 원합니다,DIGITAL_PRICEm,DIGITAL,PRICE
쿠폰 왜 대체 눌리지가 않는 건가,DIGITAL_P쿠폰적용문의,DIGITAL,P
입금완료,DIGITAL_P결제완료,DIGITAL,P
윈도우 미포함,DIGITAL_FEAT운영체제미포함,DIGITAL,FEAT
사진은 전송 안되나요,DIGITAL_P사진올리기기능안내,DIGITAL,P
$어디야$,DIGITAL_P채팅,DIGITAL,P
그래서 안돼는거야,DIGITAL_GREETINGclaim,DIGITAL,GREETING
봇인가요,DIGITAL_P챗봇여부문의,DIGITAL,P
그건 어떤가요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
카드제거,DIGITAL_P결제문의,DIGITAL,P
$처리가 안 되어서요$,DIGITAL_bypass,DIGITAL,bypass
얼만데요,DIGITAL_P가격문의,DIGITAL,P
물건을 주문하려고하는데요,DIGITAL_P상담요청,DIGITAL,P
아니에여,DIGITAL_YESNOno,DIGITAL,YESNO
$주문자 정보$,DIGITAL_P기타faq문의,DIGITAL,P
$바로바로$,DIGITAL_GREETINGcall,DIGITAL,GREETING
그럼 아니네요,DIGITAL_bypass,DIGITAL,bypass
$쫌$,DIGITAL_bypass,DIGITAL,bypass
$누구에욘$,DIGITAL_GREETINGintro,DIGITAL,GREETING
팬코일유닛,DIGITAL_FEAT팬코일유닛,DIGITAL,FEAT
브랜드 찾는건 없고,DIGITAL_BRANDall,DIGITAL,BRAND
전동 칫솔,"DIGITAL_CATE전동칫솔,FAQ_ENTRY전동칫솔",DIGITAL,CATE
$왜안팔아$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
연말 특가 제품,DIGITAL_P할인행사,DIGITAL,P
별로고,DIGITAL_NEG아님,DIGITAL,NEG
오래걸릴까용,DIGITAL_GREETINGwait,DIGITAL,GREETING
사진보정,DIGITAL_FEAT그래픽작업용,DIGITAL,FEAT
oled,"DIGITAL_FEAToled,FAQ_ENTRYoled",DIGITAL,FEAT
애기전용,DIGITAL_FEAT아기,DIGITAL,FEAT
에드워시버블샷,DIGITAL_CATE세탁기_BRAND삼성전자_FEAT버블샷에드워시,DIGITAL,CATE
쌩쑈,DIGITAL_slang,DIGITAL,slang
쇼핑가능품목,DIGITAL_P상담품목,DIGITAL,P
왜 못 찾는 건데,DIGITAL_GREETINGclaim,DIGITAL,GREETING
넹ㅎ,DIGITAL_YESNOyes,DIGITAL,YESNO
$다른제품요$,DIGITAL_P추가추천,DIGITAL,P
할머니,DIGITAL_FEAT노인용_GENDER여자,DIGITAL,FEAT
행사예정인거,DIGITAL_P할인행사,DIGITAL,P
그 정도면 좋아요,DIGITAL_YESNOok,DIGITAL,YESNO
출근이벤트,DIGITAL_P기타faq문의,DIGITAL,P
$바꿔서 해도 안되고,DIGITAL_P기타faq문의,DIGITAL,P
os 설치된,DIGITAL_FEAT운영체제포함,DIGITAL,FEAT
$help$,DIGITAL_P도움말보기,DIGITAL,P
쿠폰번호가 어디에 뜨는지,DIGITAL_P기타faq문의,DIGITAL,P
옛날번호로 돼있어요,DIGITAL_P기타faq문의,DIGITAL,P
$담에$,DIGITAL_bypass,DIGITAL,bypass
웹서핑용,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
지금 담당하는사람 이름이 뭔가요,DIGITAL_P기타faq문의,DIGITAL,P
다음 상담,DIGITAL_P대화종료,DIGITAL,P
사람이에용,DIGITAL_P챗봇여부문의,DIGITAL,P
가격무관,DIGITAL_PRICEall,DIGITAL,PRICE
벽걸이형에어콘,"DIGITAL_CATEaircon_SUBCAT벽걸이형,FAQ_ENTRY벽걸이형에어컨",DIGITAL,CATE
$다른 상품을 알려줘$,DIGITAL_P추가추천,DIGITAL,P
