sub_sent,class,domain,intent
쿠폰을 잘못받았는데,DIGITAL_P기타faq문의,DIGITAL,P
$조용히좀$,DIGITAL_P채팅,DIGITAL,P
쿠폰 사용 시,DIGITAL_P쿠폰적용문의,DIGITAL,P
$물어좀보자$,DIGITAL_P상담요청,DIGITAL,P
무통장 입금했는데 입금 대기중으로 나와요,DIGITAL_P결제문의,DIGITAL,P
$그럼 어디다가$,DIGITAL_P기타faq문의,DIGITAL,P
제조일자 알려,MART_P제조일자문의,MART,P
카드 해제하고,DIGITAL_P결제문의,DIGITAL,P
저 아세요,DIGITAL_P채팅,DIGITAL,P
//문의하려,DIGITAL_P추천,DIGITAL,P
챗봇인가요,DIGITAL_P챗봇여부문의,DIGITAL,P
마케팅 동의해지,DIGITAL_P기타faq문의,DIGITAL,P
물어볼께 있는데요,DIGITAL_P상담요청,DIGITAL,P
생산지 알려,MART_P원산지문의,MART,P
보내주라고,DIGITAL_P배송문의,DIGITAL,P
$왜 안가져가죠$,DIGITAL_P반품문의,DIGITAL,P
할인창이 안뜨는걸까요,DIGITAL_P기타faq문의,DIGITAL,P
이벤트 어케해,MART_P이벤트,MART,P
가격이 좀 부담,MART_P행사상품,MART,P
배송정보변경,DIGITAL_P배송지변경문의,DIGITAL,P
$이메일$,DIGITAL_P기타faq문의,DIGITAL,P
저렴하게 구매할 수 있는 쿠폰 있나,DIGITAL_P쿠폰요청,DIGITAL,P
터지지 않게 챙겨주세요,MART_P포장문의,MART,P
결제를 누르면 창,DIGITAL_P결제문의,DIGITAL,P
가입자체 안되든데요,DIGITAL_P기타faq문의,DIGITAL,P
설치비 산정,DIGITAL_P설치비문의,DIGITAL,P
주문한 제품이 왔는데,DIGITAL_P배송완료,DIGITAL,P
피할려고 하지마,DIGITAL_P채팅,DIGITAL,P
쿠폰이요,DIGITAL_P쿠폰요청,DIGITAL,P
판매자 정보 알수 있나요,DIGITAL_P상담원연결,DIGITAL,P
바로할인가설명,DIGITAL_P바로할인가설명,DIGITAL,P
배송비 얼마나 붙어,DIGITAL_P배송비문의,DIGITAL,P
유플러스 포인트할인,DIGITAL_P결제문의,DIGITAL,P
교환문의,MART_P교환문의,MART,P
주문에서는 안넘어감,DIGITAL_P결제문의,DIGITAL,P
설명해 주시면 좋겠는데요,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
배송지주소를 하는데 잘 않되서,DIGITAL_P배송지변경문의,DIGITAL,P
$좋아요$,MART_P품질문의,MART,P
$쿠폰 인증$,DIGITAL_P쿠폰인증번호문의,DIGITAL,P
다른걸찾아볼께요,DIGITAL_P대화종료,DIGITAL,P
장바구니에 담을 수 없나요,MART_P장바구니담기,MART,P
챗봇이지,DIGITAL_P챗봇여부문의,DIGITAL,P
상품에 대해서 질문,DIGITAL_P상품문의,DIGITAL,P
이거 새제품 맞나요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
고장난 것 같은데,DIGITAL_Pa/s문의,DIGITAL,P
장바구니에 있는것을 선택,DIGITAL_P찜기능안내,DIGITAL,P
프로모션 참여,MART_P이벤트 ,MART,P
맴버쉽 카드등록은 어디서,DIGITAL_P기타faq문의,DIGITAL,P
좋은밤이지,DIGITAL_P채팅,DIGITAL,P
고객 서비스는 안되나요,DIGITAL_P기타faq문의,DIGITAL,P
최저가 안내주시는건가요,MART_P할인문의,MART,P
최저 가격,MART_P행사상품,MART,P
상품리뷰는 어떻게 작성하나요,DIGITAL_P기타faq문의,DIGITAL,P
추천기준 ,DIGITAL_P추천기준 ,DIGITAL,P
엠포인트 데이는 언제인가요,DIGITAL_P행사문의,DIGITAL,P
취소요청 했는데,DIGITAL_P주문취소,DIGITAL,P
마트챗봇나와라,"DIGITAL_P마트챗봇호출,MART_GREETINGcall",DIGITAL,P
쿠폰 사용기간이 언제,DIGITAL_P쿠폰적용문의,DIGITAL,P
인공지능인가 싶어서요,DIGITAL_P챗봇여부문의,DIGITAL,P
$자라$,DIGITAL_P채팅,DIGITAL,P
알아보는거 중단하시고,DIGITAL_P대화종료,DIGITAL,P
cu픽업,DIGITAL_P배송문의,DIGITAL,P
$구매했던 상품$,MART_P지난구매상품보기,MART,P
기다려두 전화가없네요,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
쿠폰이 안받아지,DIGITAL_P쿠폰요청,DIGITAL,P
계좌로 인출받으려면,DIGITAL_P기타faq문의,DIGITAL,P
재입고 언제,MART_P재입고문의,MART,P
처음으로 가기,DIGITAL_P처음으로,DIGITAL,P
토요일 안으로 도착했으면,DIGITAL_P배송일문의,DIGITAL,P
서비스 센터 안내,DIGITAL_Pa/s문의,DIGITAL,P
$다른거$,DIGITAL_P추가추천,DIGITAL,P
T membership,DIGITAL_P기타faq문의,DIGITAL,P
가격이 나가더라도요,DIGITAL_P가격문의,DIGITAL,P
알림 설정,DIGITAL_P알림설정문의_P기타faq문의,DIGITAL,P
추천 필요,DIGITAL_P추천,DIGITAL,P
뭔 말이 이렇게 많아,DIGITAL_P채팅,DIGITAL,P
해외로 받으려면 어떻게 주문하,DIGITAL_P배송문의,DIGITAL,P
일시중지 기능 궁금,DIGITAL_P기타faq문의,DIGITAL,P
내 등급 알려,DIGITAL_P회원정보문의,DIGITAL,P
제가찾을께요,DIGITAL_P대화종료,DIGITAL,P
$서비스이용$,DIGITAL_P도움말보기,DIGITAL,P
저번에 산,MART_P지난구매상품보기,MART,P
입금자명이랑 주문자 같아야하나요,DIGITAL_P결제문의,DIGITAL,P
넘 싼가요,DIGITAL_P가격문의,DIGITAL,P
여기다 하는게아닌가요,DIGITAL_P상담품목,DIGITAL,P
찜한것,DIGITAL_P찜한상품,DIGITAL,P
알림받기하려면,DIGITAL_P알림설정문의_P기타faq문의,DIGITAL,P
모든 상담도 되는건가요,DIGITAL_P상담품목,DIGITAL,P
쿠폰 적용제한,DIGITAL_P쿠폰적용문의,DIGITAL,P
쿠폰이있는데 사용이안되네요,DIGITAL_P쿠폰적용문의,DIGITAL,P
시럽페이 지문등록 안됨,DIGITAL_P기타faq문의,DIGITAL,P
폰 킬때마다 계속 뜨는데,DIGITAL_P기타faq문의,DIGITAL,P
가격이 저럼한지 알고 싶어요,DIGITAL_P가격문의,DIGITAL,P
칼 맞아  봤어,DIGITAL_P채팅,DIGITAL,P
또 문의할게,DIGITAL_P대화종료,DIGITAL,P
확인되는 건가요,DIGITAL_P확인,DIGITAL,P
제품 찾는거 아니야,DIGITAL_P상담품목,DIGITAL,P
$더 많이$,DIGITAL_P추가추천,DIGITAL,P
통화상담은,DIGITAL_P전화요청,DIGITAL,P
구매했으나 판매불가하다해서 취소요청,DIGITAL_P주문취소,DIGITAL,P
떨이 상품,MART_P할인행사,MART,P
가장 싼 걸로,MART_P행사상품,MART,P
제일 좋은게 뭐에요,DIGITAL_P상품문의,DIGITAL,P
가격대 어떻게,DIGITAL_P가격문의,DIGITAL,P
설치 무료인가요,DIGITAL_P배송문의,DIGITAL,P
국산인가요,MART_P원산지문의,MART,P
쿠폰은 사용 불가,DIGITAL_P쿠폰적용문의,DIGITAL,P
모바일 로그아웃,DIGITAL_P기타faq문의,DIGITAL,P
고장문의 ,DIGITAL_P고장문의 ,DIGITAL,P
고객센터 일대일 상담,DIGITAL_P상담원연결,DIGITAL,P
최저가격보장에 대해,FAQ_P도움말요청,FAQ,P
제품이없네요,DIGITAL_P추가추천,DIGITAL,P
배송지 주소 변경,DIGITAL_P배송지변경문의,DIGITAL,P
$재미난거$,DIGITAL_P채팅,DIGITAL,P
저렴히행사하는상품,DIGITAL_P행사문의,DIGITAL,P
$싸게줘$,DIGITAL_P바로할인가,DIGITAL,P
로봇말고 사람이요,DIGITAL_P상담원연결,DIGITAL,P
몬데  말해봐,DIGITAL_P채팅,DIGITAL,P
답변 부탁,DIGITAL_P추천,DIGITAL,P
뭘먹으면 좋을까,MART_P추천,MART,P
무이자 기간,DIGITAL_P결제문의,DIGITAL,P
$판매하는것$,DIGITAL_P상담품목,DIGITAL,P
구매 확인이 안된다고,DIGITAL_P상담원연결,DIGITAL,P
다른것도 보여주삼,DIGITAL_P추가추천,DIGITAL,P
사은품도 함께 주세요,MART_P사은품문의,MART,P
$연락 바랍니다$,DIGITAL_P전화요청,DIGITAL,P
똑메니져님,DIGITAL_P상담원연결,DIGITAL,P
큐알코드인식,DIGITAL_P기타faq문의,DIGITAL,P
기록삭제,DIGITAL_P주문이력확인,DIGITAL,P
다른 물건 보러 갈게요,DIGITAL_P대화종료,DIGITAL,P
신한카드 무이자,DIGITAL_P결제문의,DIGITAL,P
주문자랑 입금하는사람이랑,DIGITAL_P결제문의,DIGITAL,P
취소처리,DIGITAL_P주문취소,DIGITAL,P
포인드 전환,DIGITAL_P기타faq문의,DIGITAL,P
안왔단말이에요,DIGITAL_P배송문의,DIGITAL,P
ai프로그램,DIGITAL_P챗봇여부문의,DIGITAL,P
찾아주세요,DIGITAL_P추천,DIGITAL,P
개봉 후 교환가능한가요,DIGITAL_P교환문의,DIGITAL,P
가전만 팔아,DIGITAL_P상담품목,DIGITAL,P
비밀 번호 변경 어떻게,DIGITAL_P회원정보문의,DIGITAL,P
$사이즈 교환$,DIGITAL_P교환문의,DIGITAL,P
$외롭다$,DIGITAL_P채팅,DIGITAL,P
문의드리러 왔는데,DIGITAL_P상담요청,DIGITAL,P
금주중에는 받을수 있을거라고,DIGITAL_P배송일문의,DIGITAL,P
마일리지 안주나요,DIGITAL_P적립문의,DIGITAL,P
주문을 취소했는데 환불이 안 돼요,DIGITAL_P환불문의,DIGITAL,P
ok캐시백카드 번호,DIGITAL_P회원정보문의,DIGITAL,P
환불 안됏어요,DIGITAL_P환불문의,DIGITAL,P
al로 하는 거에요,DIGITAL_P챗봇여부문의,DIGITAL,P
얼마에 구입 가능,DIGITAL_P가격문의,DIGITAL,P
vip라고 표기된 상품,DIGITAL_P기타faq문의,DIGITAL,P
주문이 안되네요,DIGITAL_P기타faq문의,DIGITAL,P
재창업 상담,DIGITAL_P기타faq문의,DIGITAL,P
다시 연락드,DIGITAL_P대화종료,DIGITAL,P
되는게 뭐고,DIGITAL_P상담품목,DIGITAL,P
취소된거 다시복구할,DIGITAL_P주문취소,DIGITAL,P
찜 어떡해,DIGITAL_P찜기능안내,DIGITAL,P
구매 후기 작성,DIGITAL_P기타faq문의,DIGITAL,P
증정품 함께 부탁 드립니다,MART_P사은품문의,MART,P
환불금은 아직 입금처리가 안되서,DIGITAL_P환불문의,DIGITAL,P
사람이에용,DIGITAL_P챗봇여부문의,DIGITAL,P
쿠폰 종류 알려줘,DIGITAL_P쿠폰종류문의_P기타faq문의,DIGITAL,P
기 비와요?,DIGITAL_P채팅,DIGITAL,P
그럼 잘가,DIGITAL_P대화종료,DIGITAL,P
배송중인 상품 취소,DIGITAL_P주문취소,DIGITAL,P
부분 반송 어떻게,DIGITAL_P반품문의,DIGITAL,P
주문한상품 받았는데 불량인거 같은데,DIGITAL_P교환문의,DIGITAL,P
배송 빨리좀 부탁합니다,DIGITAL_P배송문의,DIGITAL,P
핸드폰 인증이 안되는 이유,DIGITAL_P본인인증문의,DIGITAL,P
뭐가 더 좋은건가요,DIGITAL_P상품비교,DIGITAL,P
최저가 격,MART_P행사상품,MART,P
색상변경도 여기서 가능,DIGITAL_P기타faq문의,DIGITAL,P
아니 잘 있엉,DIGITAL_P대화종료,DIGITAL,P
쿠폰질문,DIGITAL_P쿠폰적용문의,DIGITAL,P
쿠폰 받으려니,DIGITAL_P쿠폰요청,DIGITAL,P
$후기$,DIGITAL_P리뷰요청,DIGITAL,P
구매한걸 취소하면 쿠폰,DIGITAL_P쿠폰적용문의,DIGITAL,P
skt membership 사용법,DIGITAL_P기타faq문의,DIGITAL,P
선호합,DIGITAL_P선호,DIGITAL,P
졸려,DIGITAL_P채팅,DIGITAL,P
배송시간확인,DIGITAL_P배송일문의,DIGITAL,P
$알림$,DIGITAL_P알림설정문의_P기타faq문의,DIGITAL,P
미도착상품,DIGITAL_P배송문의,DIGITAL,P
제품 안내 좀,DIGITAL_P추천,DIGITAL,P
$너 사람$,DIGITAL_P챗봇여부문의,DIGITAL,P
한번 구매해 볼께,DIGITAL_P구매예정,DIGITAL,P
알려주신거 참고할게요,DIGITAL_P대화종료,DIGITAL,P
쿠폰을 구입했는데 기간만료,DIGITAL_P기타faq문의,DIGITAL,P
교환관련 문의,DIGITAL_P교환문의,DIGITAL,P
최근 생산된 상품으로 챙겨,MART_P새제품요청,MART,P
$깜짝쿠폰$,DIGITAL_P쿠폰요청,DIGITAL,P
키스하고 싶어요,DIGITAL_P19금,DIGITAL,P
상품이 공짜에요,DIGITAL_P채팅,DIGITAL,P
생산일자 확인,MART_P제조일자문의,MART,P
상품을 안내해 주실수있을까요,DIGITAL_P추천,DIGITAL,P
취소한 돈,DIGITAL_P환불문의,DIGITAL,P
빠잉,DIGITAL_P대화종료,DIGITAL,P
점심 먹었니,DIGITAL_P채팅,DIGITAL,P
그럼 내일보자,DIGITAL_P대화종료,DIGITAL,P
vip특가,DIGITAL_P기타faq문의,DIGITAL,P
$초기화$,DIGITAL_P새상담,DIGITAL,P
11번가 페이등록,DIGITAL_P결제문의,DIGITAL,P
할인가 높은 상품,MART_P행사상품,MART,P
구매햇,DIGITAL_P구매완료,DIGITAL,P
저렴할수록,MART_P행사상품,MART,P
동일 생산일자예요,MART_P제조일자문의,MART,P
다른 가격으로 파는거죠,DIGITAL_P가격차이,DIGITAL,P
물건이 도착안했어요,DIGITAL_P배송문의,DIGITAL,P
월욜까지 올까요,DIGITAL_P배송문의,DIGITAL,P
가격은 어떤가요,DIGITAL_P가격문의,DIGITAL,P
신선식품 믿을만 해요,MART_P신선식품문의,MART,P
쿠폰 주시면,DIGITAL_P쿠폰요청,DIGITAL,P
고객인증 어떻게,DIGITAL_P본인인증문의,DIGITAL,P
대화 처음으로,DIGITAL_P처음으로,DIGITAL,P
톡매니저는 어떻게,DIGITAL_P상담원연결,DIGITAL,P
배송 언제되나요,MART_P배송일문의,MART,P
지난구입상품,DIGITAL_P주문이력확인,DIGITAL,P
통화두 계속 안되고,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
양해 부탁,DIGITAL_P양해,DIGITAL,P
$a/s 문의$,DIGITAL_Pa/s문의,DIGITAL,P
제조일자 날짜 확인,MART_P제조일자문의,MART,P
톡매니저가 뭐예요,DIGITAL_P톡매니저,DIGITAL,P
핫딜상품,DIGITAL_P행사문의,DIGITAL,P
재배송문의,DIGITAL_P배송문의,DIGITAL,P
결제방법,DIGITAL_P결제문의,DIGITAL,P
주문 번호,DIGITAL_P주문확인_P기타faq문의,DIGITAL,P
달른것은 있나요,DIGITAL_P추가추천,DIGITAL,P
배송료가 얼만가요,DIGITAL_P배송비문의,DIGITAL,P
디지털 쿠폰을 쓸수가없네요,DIGITAL_P쿠폰적용문의,DIGITAL,P
사이즈 교환 원해요,DIGITAL_P교환문의,DIGITAL,P
상품 안내가능한지요,DIGITAL_P추천,DIGITAL,P
근데 쿠폰 어디서 봐,DIGITAL_P쿠폰적용문의,DIGITAL,P
최근배송지 목록을 지우고싶어요,DIGITAL_P기타faq문의,DIGITAL,P
$행사품$,MART_P행사상품문의,MART,P
딴거 없어,DIGITAL_P추가추천,DIGITAL,P
$다른애$,DIGITAL_P추가추천,DIGITAL,P
현금영수증 발행,DIGITAL_P현금영수증문의,DIGITAL,P
내위치정보 끄기,DIGITAL_P기타faq문의,DIGITAL,P
환불내역 부탁,DIGITAL_P환불문의,DIGITAL,P
11번가에 이미지 서칭하는 기능이 있다고 하던데,DIGITAL_P상담요청,DIGITAL,P
뭐가 비싸냐구요,DIGITAL_P가격문의,DIGITAL,P
기존제품 수거 되는 상품으로,DIGITAL_P폐가전수거,DIGITAL,P
11번가 데이는 언제,DIGITAL_P행사문의,DIGITAL,P
딴 상담하기,DIGITAL_P새상담,DIGITAL,P
배달이 안와요,DIGITAL_P배송문의,DIGITAL,P
넌 ai  방식이니,DIGITAL_P챗봇여부문의,DIGITAL,P
무얼 먹지,MART_P추천,MART,P
주문하고싶어,MART_P주문,MART,P
나우배송은 뭐가 다른,DIGITAL_P기타faq문의,DIGITAL,P
$채팅$,DIGITAL_P채팅,DIGITAL,P
대표전화는 24시냐,DIGITAL_P고객센터문의,DIGITAL,P
몇인치인가요,DIGITAL_P사이즈문의,DIGITAL,P
자동응답인지,DIGITAL_P챗봇여부문의,DIGITAL,P
어느 정도까지 인가요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
용량 얼마,DIGITAL_P용량문의,DIGITAL,P
핸드폰 번호를 바꾸고싶은데,DIGITAL_P기타faq문의,DIGITAL,P
추가 문의사항있으면 말할게요,DIGITAL_P대화종료,DIGITAL,P
입금할금액,DIGITAL_P결제문의,DIGITAL,P
가격 알려줘,DIGITAL_P가격문의,DIGITAL,P
11페이가입,DIGITAL_P결제문의,DIGITAL,P
성인인증방법 알려줘,DIGITAL_P본인인증문의,DIGITAL,P
톡메니저 어떻게 연락,DIGITAL_P상담원연결,DIGITAL,P
상담 시작,DIGITAL_P새상담,DIGITAL,P
다시 이 상품이 적용될수 있나요,DIGITAL_P쿠폰적용문의,DIGITAL,P
위조품 보상제,DIGITAL_P기타faq문의,DIGITAL,P
$말로 하자$,DIGITAL_P채팅,DIGITAL,P
다시 보여줘,MART_P지난구매상품보기,MART,P
쿠폰이 안써져요,DIGITAL_P쿠폰적용문의,DIGITAL,P
안녕 잘 있어,DIGITAL_P대화종료,DIGITAL,P
구매내역,DIGITAL_P주문이력확인,DIGITAL,P
비싸여,MART_P행사상품,MART,P
$바이$,DIGITAL_P대화종료,DIGITAL,P
전체취소,DIGITAL_P결제문의,DIGITAL,P
차이기 뭐예요,DIGITAL_P차이점,DIGITAL,P
너 알바야,DIGITAL_P챗봇여부문의,DIGITAL,P
할인 쿠폰 등록,DIGITAL_P쿠폰적용문의,DIGITAL,P
할인행사 언제 시작,MART_P행사상품문의,MART,P
제품 비교 부탁드려요,DIGITAL_P상품비교,DIGITAL,P
지연쿠폰,DIGITAL_P쿠폰적용문의,DIGITAL,P
배송 무료로 해주나요,DIGITAL_P배송문의,DIGITAL,P
데이터가없어,DIGITAL_P기타faq문의,DIGITAL,P
디자인이 예쁜,DIGITAL_P디자인문의,DIGITAL,P
카드사승인취소가아직안됐어요,DIGITAL_P결제문의,DIGITAL,P
E쿠폰도 재발송,DIGITAL_P기타faq문의,DIGITAL,P
환불건 입금액 확인 해주세요,DIGITAL_P환불문의,DIGITAL,P
운송장 오류,DIGITAL_P배송문의,DIGITAL,P
환급대상모델,DIGITAL_P환급대상모델추천,DIGITAL,P
가격이랑 브랜드 알수 있을까요,DIGITAL_P상품문의_P가격문의,DIGITAL,P
"반품했는데, 신용카드 대금이 청구",DIGITAL_P결제문의,DIGITAL,P
농담이야,DIGITAL_P채팅,DIGITAL,P
한번 살펴보겠습,DIGITAL_P대화종료,DIGITAL,P
포장 잘해서 보내주세요,MART_P포장문의,MART,P
쿠폰도 같이$,DIGITAL_P기타faq문의,DIGITAL,P
추천제품 중 구입예정,DIGITAL_P구입예정,DIGITAL,P
통화가 불가능하죠,DIGITAL_P전화요청,DIGITAL,P
유통기한 확인하고 배송,MART_P새제품요청,MART,P
$새톡$,DIGITAL_P새상담,DIGITAL,P
누구랑 상담해야 하나요,DIGITAL_P상담원연결,DIGITAL,P
먹고싶엉,MART_P추천,MART,P
자주구매,MART_P자주구매상품,MART,P
주문내역 취소,DIGITAL_P주문취소,DIGITAL,P
맨 처음으로 못 돌아가나요,DIGITAL_P처음으로,DIGITAL,P
사람 추천해 주시는 건가,DIGITAL_P챗봇여부문의,DIGITAL,P
딩일 출고 언제오냐,DIGITAL_P배송문의,DIGITAL,P
오늘출고되나요,DIGITAL_P배송문의,DIGITAL,P
제조일 알수 있나요,MART_P제조일자문의,MART,P
$사용방법$,DIGITAL_P도움말보기,DIGITAL,P
화장실이 어디야,DIGITAL_P채팅,DIGITAL,P
현금영수증 발행 문의,DIGITAL_P현금영수증문의,DIGITAL,P
결제할게,MART_P구매,MART,P
다른 품목군은 안되,DIGITAL_P상담품목,DIGITAL,P
앱 삭제,DIGITAL_P기타faq문의,DIGITAL,P
검색 시스템 정상,DIGITAL_P기타faq문의,DIGITAL,P
//기억해 놓겠습니다,DIGITAL_P구매예정,DIGITAL,P
$제메일$,DIGITAL_P회원정보문의 ,DIGITAL,P
번호인증 어디서 해,DIGITAL_P본인인증문의,DIGITAL,P
//괜찮을런지요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
내가 누군지 아시나요,DIGITAL_P채팅,DIGITAL,P
연락 달라는거 아네요,DIGITAL_P전화요청,DIGITAL,P
11번가패이 변경,DIGITAL_P결제문의,DIGITAL,P
프로모션 당첨,MART_P이벤트 ,MART,P
사은품 챙겨주세요,MART_P사은품문의,MART,P
문화상품권 이용,DIGITAL_P기타faq문의,DIGITAL,P
$11번가 고객센타요$,DIGITAL_P고객센터문의,DIGITAL,P
카드할인이돼서,DIGITAL_P결제문의,DIGITAL,P
망설이다가 놓쳤네요,DIGITAL_P할인행사,DIGITAL,P
이모델 혹시 잇으세요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
$bot$,DIGITAL_P챗봇여부문의,DIGITAL,P
관심있어요,DIGITAL_P추천,DIGITAL,P
차이점 몬지,DIGITAL_P차이점,DIGITAL,P
뭘 찾아줄래?,DIGITAL_P상담품목,DIGITAL,P
저번에 샀던,DIGITAL_P구매완료,DIGITAL,P
고민해볼게요,DIGITAL_P대화종료,DIGITAL,P
기능 상세 설명좀,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
결제 취소 확인 부탁,DIGITAL_P결제문의,DIGITAL,P
구매한 제품의 기록,DIGITAL_P주문이력확인,DIGITAL,P
캐시로 환불되는거,DIGITAL_P환불문의,DIGITAL,P
$리뷰평점$,DIGITAL_P리뷰평점문의,DIGITAL,P
상품을 받지못했는데,DIGITAL_P배송문의,DIGITAL,P
$광고 차단$,DIGITAL_P기타faq문의,DIGITAL,P
폐가전은 가져가나요 ,DIGITAL_P폐가전수거 ,DIGITAL,P
포인트로 전환할 수 있는 방법,DIGITAL_P기타faq문의,DIGITAL,P
마트챗봇 궁금,MART_P마트챗봇문의,MART,P
배송건에 대해 문의,DIGITAL_P배송문의,DIGITAL,P
배송 문의하고싶은데,DIGITAL_P배송문의,DIGITAL,P
마일리지 사용/적립이 가능,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰인증번호가뭔가요,DIGITAL_P쿠폰인증번호문의,DIGITAL,P
챗봇님은 모르나요,DIGITAL_P상담품목_GREETINGclaim,DIGITAL,P
아이디 알려주세요,DIGITAL_P회원정보문의,DIGITAL,P
퇴근하고싶다,DIGITAL_P채팅,DIGITAL,P
연말 특가 제품 추천,DIGITAL_P할인행사,DIGITAL,P
푸시 목록 줘,DIGITAL_P기타faq문의,DIGITAL,P
주소 뭘로 설정,DIGITAL_P회원정보문의,DIGITAL,P
구매등급쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
반품 신청하려고 하는데 송장 번호가,DIGITAL_P반품문의,DIGITAL,P
할인 쿠폰 적용해서,DIGITAL_P쿠폰적용문의,DIGITAL,P
구매내역 들어가면 아직 배송중으로 뜨던데,DIGITAL_P배송문의,DIGITAL,P
$배송일은$,DIGITAL_P배송일문의,DIGITAL,P
오늘 추워요,DIGITAL_P채팅,DIGITAL,P
$항문$,DIGITAL_P19금,DIGITAL,P
입금내역문자가안와요,DIGITAL_P결제문의,DIGITAL,P
왜 아무것도 안뜨나,DIGITAL_P기타faq문의,DIGITAL,P
엄청 저렴한,MART_P행사상품,MART,P
$치아라$,DIGITAL_P대화종료,DIGITAL,P
취소 관련 문의,DIGITAL_P주문취소,DIGITAL,P
어떻게 해야 싸게 살 수 있어요,DIGITAL_P할인문의_PRICEs,DIGITAL,P
심심해유,DIGITAL_P채팅,DIGITAL,P
상품 상세 링크,DIGITAL_P링크요청,DIGITAL,P
모죠,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
유효기간 날짜 확인,MART_P유통기한문의,MART,P
데이터 비용,DIGITAL_P기타faq문의,DIGITAL,P
간편등록하는 방법$,DIGITAL_P기타faq문의,DIGITAL,P
봇인줄알았,DIGITAL_P챗봇여부문의,DIGITAL,P
마트이용법,MART_P도움말보기,MART,P
사진 보내기 가능한가요,DIGITAL_P사진올리기기능안내,DIGITAL,P
놀아줄,DIGITAL_P채팅,DIGITAL,P
제휴사카드,DIGITAL_P결제문의,DIGITAL,P
본인인증이 안되요,DIGITAL_P본인인증문의,DIGITAL,P
다른 사이트가 더 싸요,DIGITAL_P가격차이,DIGITAL,P
$추가비용$,DIGITAL_P추가비용문의_P상담원연결,DIGITAL,P
집에 있는 제품은 가져가,DIGITAL_P폐가전수거,DIGITAL,P
마트챗봇 소개좀,MART_P마트챗봇문의,MART,P
메일 안받으려면,DIGITAL_P기타faq문의,DIGITAL,P
무료상품 줘,DIGITAL_P채팅,DIGITAL,P
영수증 발급은 어떻게 하나요,DIGITAL_P결제문의,DIGITAL,P
입금해도 되는 것인지,DIGITAL_P결제문의,DIGITAL,P
상담사와 대화,DIGITAL_P상담원연결,DIGITAL,P
재고파악,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
주문했는데 취소하려고요,DIGITAL_P주문취소,DIGITAL,P
최근에 구매한내용,DIGITAL_P주문이력확인,DIGITAL,P
담아줘,MART_P장바구니담기,MART,P
지금저렴히행사하는상품,DIGITAL_P행사문의,DIGITAL,P
쿠폰발급마감된건가요,DIGITAL_P쿠폰요청,DIGITAL,P
담에 또 쳇 해요,DIGITAL_P대화종료,DIGITAL,P
상품 구매하려는데요,DIGITAL_P추천,DIGITAL,P
로그아웃 하는법,DIGITAL_P대화종료,DIGITAL,P
$오늘 뭐 먹을까$,DIGITAL_P채팅,DIGITAL,P
다른 종류 더 보여줘,DIGITAL_P추가추천,DIGITAL,P
할인 쿠폰 적용 안 돼서,DIGITAL_P쿠폰적용문의,DIGITAL,P
어디서 살 수 있어,DIGITAL_P기타faq문의,DIGITAL,P
시럽페이 적용하는 방법,DIGITAL_P결제문의,DIGITAL,P
샀는데 또 주문,MART_P지난구매상품보기,MART,P
최근 구매한 것,MART_P지난구매상품보기,MART,P
이란 뜻이지요,DIGITAL_P확인,DIGITAL,P
반품 회수 문의,DIGITAL_P반품문의,DIGITAL,P
캐시로 주문하고싶은데,DIGITAL_P결제문의,DIGITAL,P
환급 원금으로 받고 싶어요,DIGITAL_P환불문의,DIGITAL,P
넌 기계일뿐이야,DIGITAL_P채팅,DIGITAL,P
텔레콤 사용자 혜택,DIGITAL_P기타faq문의,DIGITAL,P
저렴한 라인,MART_P행사상품,MART,P
또 이용할께요,DIGITAL_P대화종료,DIGITAL,P
여러 개 입력하,MART_P다중검색실행,MART,P
$아이디명이랑$,DIGITAL_P기타faq문의,DIGITAL,P
환불관련해서도 상담,DIGITAL_P환불문의,DIGITAL,P
쿠폰사용이안되요,DIGITAL_P쿠폰적용문의,DIGITAL,P
vip라운지,DIGITAL_P기타faq문의,DIGITAL,P
다시 물어볼께요,DIGITAL_P대화종료,DIGITAL,P
Day쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
교환받아준다고하는데,DIGITAL_P교환문의,DIGITAL,P
주소지 설정,DIGITAL_P회원정보문의,DIGITAL,P
가품 보상,DIGITAL_P기타faq문의,DIGITAL,P
몇 인용이 좋을까,DIGITAL_P용량문의,DIGITAL,P
$도움말 보기$,DIGITAL_P도움말보기,DIGITAL,P
찾는상품이 없어 나갑니다,DIGITAL_P대화종료,DIGITAL,P
디지털상품,MART_P디지털챗봇호출,MART,P
설정 알람,DIGITAL_P알림설정문의,DIGITAL,P
